Textbox16,ACTUAL_SHIP_DATE_TIME,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
590,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000282832_1,CUSSONS POWDER FRESH NOURISH 100GR,48,0,1,1,0,01062029
591,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000282857_1,KODOMO SIKAT GIGI SOFT REGULAR 1S,72,0,3,3,0,12062028
592,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000283540_1,SCHICK EXACTA2 1S_YM,144,0,2,2,0,01072029
593,16-Jul-26,1480118,48448,PYN,CR07057734334,27,00004000000052589186,0000000284069_1,SEDAAP RAMEN YES KUAH HAKATA CHICKEN 88GR_1C40P,40,0,35,35,0,28102026
594,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589230,0000000284072_1,SEDAAP RAMEN YES GORENG TOKYO CHICKEN 84GR_1C40P,40,0,25,25,0,26102026
595,16-Jul-26,1480118,48448,PYN,CR07057734334,32,00004000000052589261,0000000284351_1,COOLTOPIA CAP KAKI 3 YUZU POMELO 320ML_1C24P,24,0,1,1,0,01022028
596,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000284745_1,ORAL B ALL ROUND 123 CLEAN M 3S _1C96P_1B12P,96,0,1,1,0,03022029
597,16-Jul-26,1480118,48448,PYN,CR07057734334,11,00004000000052588950,0000000286338_1,GENTLE GEN LILAC BLOOM BTL 700G_1C6P,6,0,1,1,0,01072028
598,16-Jul-26,1480118,48448,PYN,CR07057734334,14,00004000000052589001,0000000286339_1,GENTLE GEN CAMELIA BLOOM BTL 700G_1C6P,6,0,2,2,0,01072028
599,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000287561_1,SARI CHOCO SPREAD CHOCOLATE 150GR_1C12P,12,0,1,1,0,15052027
600,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000290502_1,INDOMIE GORENG CABE IJO JUMBO 120GR_1C24P,24,0,6,6,0,01032027
601,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589360,0000000290509_1,RITZ SANDWICH KAYA BUTTER 91G_36P,36,0,2,2,0,16042027
602,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000292779_1,SUPERBUBUR SINGLE KUAH SOTO 46G_1C40P,40,0,1,1,0,20022027
603,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000298525_1,KENMASTER REFIL CHAMOIS,100,0,6,6,0,
604,16-Jul-26,1480118,48448,PYN,CR07057734334,26,00004000000052589179,0000000299883_1,FRISIAN FLAG UHT STRAWBERRY 225 ML_1C36P,36,0,2,2,0,12042027
605,16-Jul-26,1480118,48448,PYN,CR07057734334,15,00004000000052588844,0000000299892_1,FRISIAN FLAG UHT COKELAT 225 ML_1C36P,36,0,6,6,0,12062027
606,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589360,0000000300805_1,DUAKELINCI MIX NUT 60GR_1C40P,40,0,2,2,0,12062027
607,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000302705_1,TOTOLE GRANULATED MUSHROOM 80G_1C100P,100,0,4,4,0,30012028
608,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000302711_1,TOTOLE GRANULATED MUSHROOM 200G_1C40P,40,0,1,1,0,10032028
609,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000302886_1,LOTTE XYLITOL BLUEBERRY MINT 26.1G_1C6B_1B12P,72,0,2,2,0,10102027
610,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000307087_1,PRONAS SACHET KEJU 50_1C72P,72,0,1,1,0,09052027
611,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000330690_1,SILVER QUEEN ROCKR 22G_1C24P,1,0,3,3,0,12082027
612,16-Jul-26,1480118,48448,PYN,CR07057734334,11,00004000000052588950,0000000348089_1,RAPIKA BIANG PELICIN PINK REF 250ML _1C24P,24,0,3,3,0,08062028
613,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000350032_1,SLEEK BOTTLE NIPPLE CLEANSER 150ML,12,0,1,1,0,06062029
614,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000358509_1,ABC SAMBAL EXTRA PEDAS 270ML_1C24P,24,0,2,2,0,23072027
615,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589100,0000000365125_1,YEKO JELLY PUDDING COKLAT 125 GR (1C=60),60,0,3,3,0,22032027
616,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000368771_1,BYE BYE FEVER BAYI 1S_1B10P,240,0,3,3,0,04042029
617,16-Jul-26,1480118,48448,PYN,CR07057734334,19,00004000000052589049,0000000375987_1,BEBELAC 1PLUS MADU 350G BOX_1C24P,24,0,1,1,0,19122027
618,16-Jul-26,1480118,48448,PYN,CR07057734334,28,00004000000052589209,0000000396454_1,FRESTEA GREEN HONEY 500 ML_1C12P,12,0,1,1,0,28022027
619,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000402643_1,INDOFOOD BUMBU RACIK IKAN GORENG 20G_1C100P,100,0,1,1,0,28052027
620,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000403008_1,PRONAS SC CHILLI 50GR_1C72P,72,0,1,1,0,26082027
621,16-Jul-26,1480118,48448,PYN,CR07057734334,32,00004000000052589261,0000000403593_1,PORORO STRAWBERRY 235ML_1C24P,24,0,2,2,0,03092027
622,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000408267_1,ABC SC MOCCA 11X27GR_1C12P,12,0,1,1,0,11052027
623,16-Jul-26,1480118,48448,PYN,CR07057734334,30,00004000000052589247,0000000408272_1,KAPAL API SPECIAL MIX 10X23GR_1C12P,12,1,0,12,0,12042027
624,16-Jul-26,1480118,48448,PYN,CR07057734334,15,00004000000052588844,0000000412716_1,CAP KAKI 3 JERUK CAN 320 ML_1C24P,24,0,3,3,0,01062029
625,16-Jul-26,1480118,48448,PYN,CR07057734334,33,00004000000052589278,0000000412756_1,CAP KAKI 3 PET 500 ML_1C24P,24,0,8,8,0,12022029
626,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589353,0000000413041_1,ROMA MALKIST EXTRA RASA ABON 105G_1C30P,30,0,6,6,0,01072027
627,16-Jul-26,1480118,48448,PYN,CR07057734334,27,00004000000052589193,0000000413600_1,SARIMI ISI 2 GORENG AYAM KECAP 126G_1C24P,24,0,3,3,0,09032027
628,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000415977_1,RJK LILIN MAGIC RELIGHTING 6CM_10P,48,0,1,1,0,
629,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000422911_1,DAHLIA GEL ONE FOR ALL CHERRY BLOSSOM 75GR _1C12P,1,0,1,1,0,12042029
630,16-Jul-26,1480118,48448,PYN,CR07057734334,20,00004000000052589056,0000000480307_1,SGM EKSPLOR 1PLUS MADU 150G_1C48P,48,0,2,2,0,15052028
631,16-Jul-26,1480118,48448,PYN,CR07057734334,19,00004000000052589049,0000000480469_1,SGM ANANDA 6_12 150G_1C48P,48,0,1,1,0,19042028
632,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589155,0000000485942_1,SUPERBUBUR AYAM 5SX27GR_1C24P,24,0,2,2,0,12032027
633,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589377,0000000490958_1,SOFTEX DAUN SIRIH WING 23CM 10S 1C48,48,0,1,1,0,12052029
634,16-Jul-26,1480118,48448,PYN,CR07057734334,27,00004000000052589193,0000000494232_1,GOOD DAY MOCACINO 10SX20GR_1C25P,25,0,10,10,0,11112027
635,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589155,0000000522894_1,HAPPYDENT WHITE BAG 84G_1C24P_826986,24,0,1,1,0,12122027
636,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589155,0000000536514_1,PROCHIZ SLICE 5S_1C48P,48,0,2,2,0,12032027
637,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000547800_1,KIT RUBBING COMPOUND 60 GR,24,0,1,1,0,08042029
638,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000557094_1,BENG BENG MAXX 32G_1C8B12P,96,0,12,12,0,01052027
639,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589100,0000000570415_1,KIKO ICE STICK 10X70 ML (C15),15,0,1,1,0,24052027
640,16-Jul-26,1480118,48448,PYN,CR07057734334,19,00004000000052589049,0000000597254_1,DANCOW 1PLUS VANILA 1000G_1C12P,12,0,1,1,0,12122027
641,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000627854_1,CHA CHA MILK CHOCOLATE 20G_1C20P,20,0,2,2,0,12102027
642,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000642478_1,KIT KAT CHUNKY 38G_1C6B24P,144,0,2,2,0,16042027
643,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589063,0000000642978_1,BRIO POTATO BISCUIT 56G_1C48P,48,0,2,2,0,12072027
644,16-Jul-26,1480118,48448,PYN,CR07057734334,32,00004000000052589261,0000000647798_1,MOGU MOGU LYCHEE NATA DE COCO 320ML_1C24P,24,0,2,2,0,06062027
645,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000648634_1,TONG TJI CELUP JASMINE NON ENV 25S_1C50P,50,0,5,5,0,05052028
646,16-Jul-26,1480118,48448,PYN,CR07057734334,10,00004000000052588943,0000000648838_1,PASEO FACIAL TISSUE SMART 250S_1C40P,40,0,1,1,0,08062029
647,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000652351_1,MADU RASA MURNI 150G_1C24P,24,0,2,2,0,12042029
648,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000656229_1,TEH CAP BOTOL TEH HIJAU CELUP 25X2G_1C50P,50,0,4,4,0,17062028
649,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000656302_1,MBK DEODORANT PINK 40 ML 1C12,576,0,2,2,0,01062029
650,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000656303_1,MBK DEODORANT BLUE 40 ML 1C12,576,0,2,2,0,01052029
651,16-Jul-26,1480118,48448,PYN,CR07057734334,28,00004000000052589209,0000000659431_1,CAP KAKI 3 ANAK STRAWBERRY CAN 238ML_1C24P,24,0,1,1,0,01052029
652,16-Jul-26,1480118,48448,PYN,CR07057734334,33,00004000000052589278,0000000659438_1,CAP KAKI 3 ANAK LYCHEE CAN 238ML_1C24P,24,0,1,1,0,01062029
653,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589377,0000000659486_1,SOFTEX PL DAUN SIRIH 44S _1C24P,24,0,2,2,0,22052029
654,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000660839_1,LADAKU MERICA BUBUK 8X1GR_1C72P,72,0,6,6,0,01012030
655,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589131,0000000660840_1,LADAKU GROUND W PEPPER POWDER 100GR_1C24P,24,0,1,1,0,13022029
656,16-Jul-26,1480118,48448,PYN,CR07057734334,18,00004000000052589032,0000000667601_1,NESTLE KOKO KRUNCH 70G_1C24P,24,0,1,1,0,12042027
657,16-Jul-26,1480118,48448,PYN,CR07057734334,10,00004000000052588943,0000000672480_1,CHARM SAFE NIGHT 35CM 12S _1C24P,24,0,2,2,0,08062029
658,16-Jul-26,1480118,48448,PYN,CR07057734334,18,00004000000052589032,0000000675427_1,MAMASUKA RUMPUT LAUT PANGGANG 2X5G_1C40P,40,0,10,10,0,12062027
659,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589063,0000000678577_1,NYAM NYAM BUBBLE PUFF STRAWBERRY 18G_1C12B12P,144,0,2,2,0,02062027
660,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589063,0000000688315_1,HELLOPANDA CHOCOLATE 25G_1C12B12P,144,0,3,3,0,03032027
661,16-Jul-26,1480118,48448,PYN,CR07057734334,19,00004000000052589049,0000000689604_1,SGM 5 MADU 900G_1C10P,10,0,1,1,0,14042028
662,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000696690_1,KOOL FEVER BAYI 1S_1B12P,192,0,3,3,0,11112028
663,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589346,0000000697493_1,OREO MINI CREAM VANILA POUCH 58.4G_1C24P,24,0,1,1,0,28042027
664,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000697637_1,KRAFT CHEDDAR MIDI 70G_1C48P,48,0,1,1,0,12022027
665,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000709031_1,SEDAAP MIE CUP MI KUAH RASA KARI SPC 85G_1C12P,12,0,5,5,0,01022027
666,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000709223_1,PANTENE SH BLACK GLOW 6X10ML_1C90P,90,0,6,6,0,01122027
667,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000723519_1,FINNA SAMBAL TERASI ULEG 10S_1C10P,10,0,1,1,0,01102027
668,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000723634_1,NIVEA RO WMN EXTRA BRIGHTENING 50ML,24,0,1,1,0,30082028
669,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000724399_1,OISHI RINBEE CHEESE STICK 60G_1C24P,24,0,3,3,0,30042027
670,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589353,0000000725356_1,TOP SC SUSU GULA 10X31G_1C12P,12,0,1,1,0,04062027
671,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589148,0000000728294_1,KIS MINT APPLE PEACH 75G_1C36P,36,0,1,1,0,06062027
672,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000728409_1,ZINC SH REFRESHING COOL 340ML_1C12P,12,0,3,3,0,21022029
673,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000731157_1,NANO NANO MILKY RASA COKLAT 12G_1B30P,30,0,1,1,0,04042027
674,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000732108_1,ACNES FF NATURAL CARE WHITE 100G,1440,0,1,1,0,01042029
675,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000732376_1,ZINC SH HAIR FALL 170ML_1C24P,24,0,2,2,0,12052029
676,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589070,0000000742466_1,RICHOCO WAFER COKLAT 110 G_1C24P,24,0,2,2,0,21042027
677,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589070,0000000742467_1,RICHEESE WAFER KEJU 110 G_1C24P,24,0,8,8,0,29052027
678,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589063,0000000745363_1,SERENA TOGO LONG COKLAT  128G_1C30P,30,0,1,1,0,05062027
679,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000746639_1,PROCHIZ GOLD 160G_1C48P,48,0,7,7,0,14042027
680,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589100,0000000748260_1,KIKO TROPICAL ICE STICK 10X90ML (C12),12,0,1,1,0,25042027
681,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000749598_1,DETTOL BS LASTING FRESH 100G _1C144P,144,0,2,2,0,01022029
682,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000753614_1,YOA COTTON BALL 100S _1C  48P,48,0,1,1,0,01062029
683,16-Jul-26,1480118,48448,PYN,CR07057734334,08,00004000000052588929,0000000761708_1,MAMY POKO PANTS XTRA KERING SJ M48 1C4P,4,1,0,4,0,03062029
684,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000767225_1,NARAYA OAT CHOCO 90G_1C24P,24,0,1,1,0,05112027
685,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589384,0000000768931_1,LIFEBUOY BS RED TOTAL 60G PKT _1C36P_67006105,36,0,2,2,0,08062028
686,16-Jul-26,1480118,48448,PYN,CR07057734334,05,00004000000052588899,0000000770154_1,NUVO BW MILD PROTECT R400ML 1C12,12,0,2,2,0,03062028
687,16-Jul-26,1480118,48448,PYN,CR07057734334,05,00004000000052588899,0000000773385_1,WIPOL KARBOL SEREH PCH 720GR_1C12P_65464843,12,0,1,1,0,01052028
688,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000780323_1,PRINGLES ORIGINAL 42 GR_1C12P,12,0,1,1,0,03032027
689,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000782765_1,TOLAK LINU HERBAL 15ML_1B6P,180,0,5,5,0,01112027
690,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000783908_1,MEG CHEDDAR SERBAGUNA 170G_1C48P,48,0,1,1,0,19032027
691,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000785743_1,ROYCO KALDU RASA AYAM 6X8 GR_1C40P_67031491,40,0,2,2,0,21062027
692,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000790416_1,NEXCARE DAILY HIJAB MASK 3S_1C144P,144,0,2,2,0,13042029
693,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000790585_1,MAESTRO MAYO PREMIUM POUCH 180GR_1C24P,24,0,2,2,0,23102027
694,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000797992_1,MAKARIZO SH ALOE N MELON 170ML_1C12P,12,0,1,1,0,01052029
695,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000797993_1,MAKARIZO SH ROYAL JELLY 170ML_1C12P,12,0,2,2,0,01052029
696,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000805608_1,BURUNG DARA MIE TELUR URAI ORIGINAL 140G_1C24P,24,0,1,1,0,04042027
697,16-Jul-26,1480118,48448,PYN,CR07057734334,06,00004000000052588905,0000000807023_1,SOFTEX DAUN SIRIH 3 IN 1 16S _1C24P,24,0,2,2,0,05072029
698,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589377,0000000807060_1,SOFTEX DAUN SIRIH SLIM HEAVY WING 29CM 16S_1C24P,24,0,1,1,0,08032029
699,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000808973_1,MAITOS TORTILA BALADO 120GR_1C16P,16,0,1,1,0,10042027
700,16-Jul-26,1480118,48448,PYN,CR07057734334,27,00004000000052589186,0000000810369_1,NISSIN GEKIKARA RAMEN GORENG PDS 118GR_1C30P,30,0,6,6,0,09042027
701,16-Jul-26,1480118,48448,PYN,CR07057734334,33,00004000000052589278,0000000810685_1,HYDRO COCO 500ML_1C12P,12,0,3,3,0,10062027
702,16-Jul-26,1480118,48448,PYN,CR07057734334,10,00004000000052588943,0000000820964_1,SWEETY SILVER PANTS M32 1C8P,8,0,1,1,0,08042029
703,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589353,0000000822159_1,KOKOLA MALKIS SUSU 225 GR_1C18P,18,0,1,1,0,12042027
704,16-Jul-26,1480118,48448,PYN,CR07057734334,27,00004000000052589186,0000000824684_1,SEDAAP MIE WHITE CURRY 81G_1C40P,40,0,5,5,0,17022027
705,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000824980_1,OISHI POPCORN KARAMEL 100G_1C20P,20,0,1,1,0,22062027
706,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000825102_1,PIATTOS SAPI PANGGANG 65 GR_1C30P,30,0,2,2,0,11052027
707,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000827973_1,MITU BABY WIPES GANTI POPOK WHITE 50S BANDED_1C24P,24,0,2,2,0,01062028
708,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000829203_1,RESIK_V MANJAKANI WHITENING 90 ML _1C36P,36,0,1,1,0,01092028
709,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589353,0000000829915_1,TORABIKA CREAMY LATTE 10X20 GR_1C24P,24,0,1,1,0,03032027
710,16-Jul-26,1480118,48448,PYN,CR07057734334,33,00004000000052589278,0000000832505_1,SOSRO FRUIT TEA APPLE 350 ML _1C12P,12,0,4,4,0,27052027
711,16-Jul-26,1480118,48448,PYN,CR07057734334,16,00004000000052589018,0000000833158_1,POTABEE REGULAR BBQ BEEF 35G_1C40P,40,0,1,1,0,27022027
712,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000833168_1,POTABEE REGULAR BBQ BEEF 65G_1C30P,30,0,3,3,0,22012027
713,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000833796_1,HANSAPLAST AQUA PROTECT 6S_1B10P,100,0,1,1,0,05052030
714,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000837026_1,CHOMP CHOMP ICE CREAM MALLOW BLUEBERRY 50G_1C36P,36,0,1,1,0,14112027
715,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000837027_1,CHOMP CHOMP ICE CREAM MALLOW STRAWBERRY50G_1C36P,36,0,1,1,0,13112027
716,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000838366_1,NUTRIJELL KELAPA MUDA 15 GR_1C144P,144,0,2,2,0,01072028
717,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000839627_1,MY BABY WASH FRESH MOIST 200ML,1,0,2,2,0,05052028
718,16-Jul-26,1480118,48448,PYN,CR07057734334,08,00004000000052588929,0000000841038_1,SWEETY DRY XPERT PANTS M32 1C8P,8,1,0,8,0,04062029
719,16-Jul-26,1480118,48448,PYN,CR07057734334,18,00004000000052589032,0000000844631_1,HAPPYTOS TORTILA CHIPS NACHO CHEESE 140G_1C16P,16,0,1,1,0,18062027
720,16-Jul-26,1480118,48448,PYN,CR07057734334,16,00004000000052589018,0000000844638_1,HAPPYTOS TORTILA CHIPS ROASTED CORN 55GR_1C32P,32,0,2,2,0,11052027
721,16-Jul-26,1480118,48448,PYN,CR07057734334,14,00004000000052589001,0000000847722_1,KISPRAY PELICIN GOLD REF 280ML _1C24P,24,0,2,2,0,01092027
722,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000848557_1,SUPER ZUPER ASSORTED SOUR CANDY 140G_1C12P,12,0,1,1,0,06062028
723,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000848953_1,MARINA NATURAL HBL NUTRI FRESH 350ML,24,0,1,1,0,12112028
724,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000849529_1,IMBOOST 4S_1B5P,180,0,3,3,0,03032029
725,16-Jul-26,1480118,48448,PYN,CR07057734334,14,00004000000052589001,0000000853581_1,DOWNY BASE SUNRISE FRESH REF 600ML _1C8PB,8,0,1,1,0,12122027
726,16-Jul-26,1480118,48448,PYN,CR07057734334,30,00004000000052589247,0000000859485_1,SOSRO TEH BOTOL 350 ML_1C12P,12,1,0,12,0,30062027
727,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000859994_1,CHA CHA MINIS TUBE HATS 25G_1B12P_1C6B,72,0,1,1,0,12112027
728,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000861183_1,KISPRAY PELICIN GOLD SACHET 6X10ML _1C72P,72,0,2,2,0,12052028
729,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000867143_1,STELLA GEL BATHROOM POCKET ORANGE 10GR _1C72P,576,0,1,1,0,08062028
730,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000883579_1,REAL GOOD SEREAL COKLAT 125ML_1C40P,40,0,2,2,0,10122026
731,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000887437_1,LANG KAYU PUTIH PLUS 60ML_1B12P,144,0,1,1,0,01062031
732,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000889646_1,YOA KANTONG SAMPAH ROLL 90X120 10LB,30,0,1,1,0,
733,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000889650_1,YOA GELAS TAHAN PANAS 25S_1B40P,1,0,1,1,0,
734,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589063,0000000890734_1,ROMA SANDWICHI BELGIAN CHOCO 157G_1C42P,42,0,1,1,0,12052027
735,16-Jul-26,1480118,48448,PYN,CR07057734334,30,00004000000052589247,0000000893292_1,CRYSTALLINE PET 600ML_1C24P,24,1,0,24,0,26122027
736,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000894918_1,DEL MONTE TOMATO KETCHUP 265ML_1C24P,24,0,1,1,0,12122027
737,16-Jul-26,1480118,48448,PYN,CR07057734334,18,00004000000052589032,0000000896011_1,OISHI SPONGE CRUNCH STRAWBERRY 100 GR_1C20P,20,0,1,1,0,21062027
738,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000897250_1,ZACT PASTA GIGI SMOKER 190GR,12,0,1,1,0,12062029
739,16-Jul-26,1480118,48448,PYN,CR07057734334,06,00004000000052588905,0000000901341_1,TESSA KITCHEN TOWEL THSN002 NATURE 150S_1C20P,20,0,4,4,0,01062029
740,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589377,0000000902855_1,RAPIKA BIANG PELICIN GOLD REF 250ML _1C24P,24,0,2,2,0,08062028
741,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000903092_1,SIDOMUNCUL SUSU JAHE 10X27G_1C12P,12,0,1,1,0,05052028
742,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000906927_1,CHUPA CHUPS SOUR BITES 62G_1B8P,64,0,1,1,0,06062027
743,16-Jul-26,1480118,48448,PYN,CR07057734334,37,00004000000052589322,0000000915047_1,YOGYA BAKERY BAGELEN KERING EKONOMIS ORI 120 GRAM,1,0,3,3,0,
744,16-Jul-26,1480118,48448,PYN,CR07057734334,37,00004000000052589322,0000000915053_1,YOGYA BAKERY BAGELEN KERING EKONOMIS KEJU 120 GRAM,1,0,3,3,0,
745,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000918216_1,GREENFIELDS UHT FULLCREAM 105 ML_1C40P,40,0,12,12,0,25042027
746,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000921146_1,SASA SANTAN CAIR 65 ML_1C32P,32,0,24,24,0,04092027
747,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000922133_1,SCOTCHBRITE SABUT STNLES W SABUT HJU IDC01_1C36P,36,0,1,1,0,
