Textbox16,ACTUAL_SHIP_DATE_TIME,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
431,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589100,0000000163967_1,KARA SARI KELAPA COCOPANDAN 360ML (C12),12,0,3,3,0,17102027
432,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000166688_1,MARINA UV WHT HBL BRIGHTNFRESH 460ML,12,0,1,1,0,01052029
433,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000166925_1,VAPE ELECTRIC MAT ALAT EKONOMIS SET,48,0,1,1,0,08062029
434,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000167198_1,SUGUS STICK BLACKCURRANT 30G_1C12B_1B24P,288,0,2,2,0,02042027
435,16-Jul-26,1480118,48448,PYN,CR07057734334,20,00004000000052589056,0000000167202_1,LACTOGEN PRO 6_12 735 GR BOX_1C12P,12,0,1,1,0,12012028
436,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000167412_1,PONDS FF BRIGHTBEAUTYSERUM100G_1C24P_68494545,24,0,1,1,0,28092029
437,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000167471_1,SEDAAP KECAP MANIS POUCH 700G_1C12P,12,0,1,1,0,04062028
438,16-Jul-26,1480118,48448,PYN,CR07057734334,28,00004000000052589209,0000000167810_1,COLLAGENA SUSU STERIL 189ML_1C24P,24,0,3,3,0,01062027
439,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000170838_1,VIVA FACE TONIC GREEN TEA 100ML _1C36P,36,0,1,1,0,05052029
440,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000171470_1,SMOCA SG SENSITIVE CARE SOFT 1S_M91150_1B12P,1728,0,1,1,0,
441,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000171811_1,YOA ABON SAPI  PREMIUM ORIGINAL100GR_1C30P,30,0,1,1,0,12062027
442,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000172073_1,SEDAAP KECAP MANIS PCH 292G_1C24P,24,0,2,2,0,11042028
443,16-Jul-26,1480118,48448,PYN,CR07057734334,11,00004000000052588950,0000000172784_1,MOLTO PEWANGI BLUE REF 765 ML_1C12P _62040095,12,0,2,2,0,12082028
444,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000172842_1,CIPTADENT PASTA GIGI FRESH 75,72,0,3,3,0,12062029
445,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589308,0000000173226_1,AGATIS ECO KIDS SIMPLE SET 1 R0124,1,0,1,1,0,01052030
446,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000174742_1,YOA ABON SAPI PREMIUM PEDAS 100G_1C30P,30,0,1,1,0,28042027
447,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000175223_1,SASA TEPUNG BUMBU KENTUCKY 70GR_1C120P,120,0,2,2,0,14102027
448,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000175400_1,KRAFT CHEDAR MINI 30GR_1C144P,144,0,2,2,0,12022027
449,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000176460_1,BIORE GUARD BF DELIMA PERSIA R400ML _1C12P,12,0,1,1,0,08062029
450,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000176938_1,CLEVO STRAWBERRY 115ML_1C40P,40,0,1,1,0,12042027
451,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000177791_1,DUREX EXTRA SAFE 3S,24,0,3,3,0,01012031
452,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000178605_1,YOA SELAI STRAWBERRY 150GR_1C36P,36,0,2,2,0,21092027
453,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589155,0000000178608_1,YOA SELAI COKLAT 150GR_1C36P,36,0,1,1,0,11082027
454,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000178793_1,MY BABY TELON PLUS 90ML_1B12P_1C60P,60,0,1,1,0,01022028
455,16-Jul-26,1480118,48448,PYN,CR07057734334,20,00004000000052589056,0000000178801_1,PROMINA RICE CRACKERS BROCCOLI  KALE 20G_1C24P,24,0,1,1,0,21042027
456,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000178832_1,CHOMP CHOMP TWISTER LONGSTIK 50G_1C60P,60,0,1,1,0,11112027
457,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000179580_1,PRINGLES PRINGLES CHEESY CHEESE CAN 102G_1C12P,12,0,1,1,0,28042027
458,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589148,0000000179837_1,ZEE SWISS CHOCOLATE MILK 350GR_1C12P,12,0,1,1,0,12112027
459,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000180391_1,STREPSILS HONEY N LEMON 20.8G_1C12P,12,0,1,1,0,12012029
460,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000180394_1,STREPSILS COOL 20.8G_1C12P,12,0,1,1,0,12022029
461,16-Jul-26,1480118,48448,PYN,CR07057734334,07,00004000000052588912,0000000180663_1,LAURIER RELAX NIGHT 8,48,0,6,6,0,22062029
462,16-Jul-26,1480118,48448,PYN,CR07057734334,09,00004000000052588936,0000000180665_1,LAURIER RELAX NIGHT 16,18,0,2,2,0,08042029
463,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000181133_1,SALONPAS KOYO 10S_1B10P,1000,0,1,1,0,01042029
464,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589353,0000000181259_1,SUPERBUBUR AYAM CUP_1C24P,24,0,1,1,0,01012027
465,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000182033_1,SUTRA MERAH 3S_YM,576,0,1,1,0,12102030
466,16-Jul-26,1480118,48448,PYN,CR07057734334,27,00004000000052589186,0000000182288_1,ROMA SARI GANDUM 149 GR_1C20P,20,0,2,2,0,05052027
467,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000182427_1,KINO PIA 100 COKLAT 138G_1C12P,12,0,1,1,0,13052027
468,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000182487_1,DEL MONTE TOMAT 135ML_1C48P,48,0,1,1,0,05122027
469,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000182505_1,LAFONTE SAUS PASTA BOLOGNESE 315G_1C20P,20,0,1,1,0,29042027
470,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000183139_1,HEAD N SHOULDER SH COOL MENTHOL 300ML_1C12P,12,0,1,1,0,01062029
471,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000183354_1,FORMULA SG FLIPWPG BOX_1C24P,24,0,1,1,0,02052029
472,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000183875_1,SEDAAP BUMBU KALDU AYAM 100G_1C36P,36,0,2,2,0,01062027
473,16-Jul-26,1480118,48448,PYN,CR07057734334,15,00004000000052588844,0000000183883_1,GRANDAIRY FULL CREAM MILK 1000ML_1C12P,12,0,2,2,0,
474,16-Jul-26,1480118,48448,PYN,CR07057734334,14,00004000000052588998,0000000184550_1,LIFEBUOY BW TOTAL REFF 400ML 1C24 68715253,24,0,1,1,0,08112028
475,16-Jul-26,1480118,48448,PYN,CR07057734334,05,00004000000052588899,0000000184784_1,SO KLIN LIQ DET ENGLISH ROSE BTL 720ML,6,0,1,1,0,30062028
476,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000186626_1,CUSSONS SHP COCONUT ALOE 100ML 1C48P,48,0,1,1,0,01022029
477,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589384,0000000186886_1,HERS PROTEX NATURALS DAUN SIRIH W 23.5CM 20S_1C12,12,0,1,1,0,
478,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000186986_1,GLADE GEL ONE FOR ALL JASMINE TEA 70GR_1C24P,24,0,1,1,0,
479,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000187593_1,RING POP LOLLIPOPS 10 GR_1B24P,384,0,3,3,0,11052028
480,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000187626_1,MINTZ CHEWY PEPPERMINTS 125GR_1C24P,24,0,1,1,0,18062028
481,16-Jul-26,1480118,48448,PYN,CR07057734334,20,00004000000052589056,0000000188466_1,PROMINA RICE CRACKERS MIXED BERRIES 20G_1C24P,24,0,2,2,0,11042027
482,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000189309_1,CIPTADENT PG ICEMINT 75,72,0,5,5,0,06052029
483,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000189317_1,FORMULA PG STRONG PROTECTOR 160GR_1C48P,48,0,2,2,0,02022029
484,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000189452_1,FORMULA SG GENIO PACK SOFT 3S_1C72P,72,0,1,1,0,08062029
485,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000189918_1,SLEEK BABY LAUNDRY REF 450ML,12,0,1,1,0,08062029
486,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000190084_1,SO FRESH MINYAK ANGIN EUCALYPTUS 10ML_1C36P,36,0,1,1,0,08062028
487,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000190361_1,GATSBY WGLOSS HYPER SOLID 75GR,16,0,1,1,0,03032031
488,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000193655_1,IMPLORA SHEET MASK MOISTURIZING BLUEBERRY_25GR,12,0,1,1,0,
489,16-Jul-26,1480118,48448,PYN,CR07057734334,21,00004000000052589063,0000000193755_1,TANGO WAFER SASSY STRAWBERRY 110G_1C24P,24,0,1,1,0,15122026
490,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000193993_1,IMPLORA SHEET MASK ACNE ALOE VERA_25GR,12,0,1,1,0,13032029
491,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000194554_1,SWALLOW SANDAL DEWASA SWALLOW KHUSUS_XXX,1,0,1,1,0,
492,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000196038_1,SAMPOERNA KRETEK LEGIT NIRA 12S_1SL10P_YM,1,0,2,2,0,20042027
493,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000196425_1,HICOOK FUEL 230 GR_1C28P,28,0,2,2,0,
494,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000196822_1,FOGO STELLA PENGHARUM LEMARI FRESH 30GR,72,0,1,1,0,08062028
495,16-Jul-26,1480118,48448,PYN,CR07057734334,35,00004000000052589315,0000000196980_1,MACAN SAPU OTHER RAYUNG KECIL_XXX,1,0,2,2,0,
496,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000197014_1,NAGATA SIKAT BAJU 750_XXX,360,0,2,2,0,
497,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000198542_1,KLIN PAK ALUMUNIUM FOIL REFIL,24,0,1,1,0,
498,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000198769_1,HERBORIST JFS COOLING BURST STRWBY PPPRMNT180 1C24,24,0,1,1,0,
499,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000199307_1,GLADE GEL ONE FOR ALL PEONY N BERRY BLISS 70GR,24,0,2,2,0,01042029
500,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000199325_1,STELLA GEL ALL IN ONE LEMON SPLASH 42GR _1C18P,72,0,1,1,0,12052028
501,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589131,0000000199449_1,RASA MASA BUMBU OPOR_YM,1,0,6,6,0,01102027
502,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000201026_1,WHISKAS POCKETS TUNA 480GR 1C18P,18,0,1,1,0,17072027
503,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000201181_1,ANO SODET KECIL,1,0,1,1,0,
504,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000201775_1,SWALLOW KAMPER TCB 5S,144,0,1,1,0,23062031
505,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000201786_1,SWALLOW KAMPER NTL JUMBO 5S,144,0,1,1,0,02062031
506,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000202304_1,BAGUS SERAP AIR PERFUMED REFILL 450ML,72,0,1,1,0,12052031
507,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000202377_1,MASAKO KALDU JAMUR 40G_1C72P,72,0,2,2,0,02042027
508,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000205320_1,INDOMIE PREMIUM COLLECTION SPICY RAMYEON83GR_1C20,20,0,2,2,0,06122026
509,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000206678_1,WHISKAS POUCH KITTEN JUNIOR MACKAREL 80 GR 1C28P,28,0,3,3,0,12032028
510,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000206679_1,WHISKAS TUNAWHITEFISH80 1C28P,28,0,1,1,0,17092027
511,16-Jul-26,1480118,48448,PYN,CR07057734334,04,00004000000052588882,0000000207452_1,VAPE AEROSOL CANDY FLOWER 600ML_1C12P,12,0,1,1,0,06062029
512,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000208122_1,SLEEK BOTTLE NIPPLE CLEANSER REF 450ML,12,0,3,3,0,06062029
513,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000211052_1,SEDAAP GORENG CHEF DEVINA 93GR_1C40P,40,0,6,6,0,
514,16-Jul-26,1480118,48448,PYN,CR07057734334,06,00004000000052588905,0000000211120_1,BABY HAPPY PANTS SJ M48 1C4P,4,0,1,1,0,
515,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000211519_1,VIVA CHIC ON LIPS STRAWBERRY INSIDE 4.2GR,144,0,3,3,0,
516,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000212819_1,JUARA TEH MANIS 12S_YM,100,0,1,1,0,15042027
517,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589346,0000000213148_1,TIC TIC SAMBAL COLEK 65 GR_1C20P_YM,20,0,3,3,0,23012027
518,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000214085_1,MILO 3IN1 400G_1C24P,24,0,1,1,0,05052027
519,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000218603_1,KOJIE_SAN KOJIC SKIN BRIGHT SOAP65GR_YM,192,0,1,1,0,01052029
520,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589346,0000000221114_1,LOTTE CHOCOPIE STRAWBERY 156G_1C16P,16,0,1,1,0,12042027
521,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000222395_1,DESAKU MARINASI 100 GR 1C24P,24,0,2,2,0,12032029
522,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000223307_1,MAMASUKA RUMPUT LAUT GHOST PEPPER 2X4.5GR_1C40P,40,0,1,1,0,07052027
523,16-Jul-26,1480118,48448,PYN,CR07057734334,18,00004000000052589032,0000000224211_1,KUSUKA RUMPUT LAUT 60G_1C30P,30,0,1,1,0,22072027
524,16-Jul-26,1480118,48448,PYN,CR07057734334,41,00004000000052589353,0000000226229_1,BISKUAT SANDWICH GOLDEN VANILLA 105G_1C24P,24,0,2,2,0,01062027
525,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589155,0000000226421_1,ROMA SLAI OLAI SELAI STRAWBERRY 128G_1C24P,24,1,3,27,0,01042027
526,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000226555_1,CHA CHA MINIS 25G_1B12P_1C6B,72,0,2,2,0,04122027
527,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589155,0000000226653_1,ALAMII PUFFS STRAWBERRY MILK 15G_1C24P,24,0,1,1,0,25122026
528,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000226835_1,ZINC SH COOL BOOSTER 170ML_1C24P,24,0,1,1,0,
529,16-Jul-26,1480118,48448,PYN,CR07057734334,31,00004000000052589254,0000000226898_1,INDOMIE SOTO KOYA PEDAS DOWER 76G_1C40P,40,1,0,40,0,18022027
530,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589230,0000000226901_1,POP MIE SNEK GORENG RASA INDOMIE GORENG 43G_1C12P,12,0,3,3,0,06032027
531,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000226940_1,PEPSODENT PG STRONG 190GR_1C48P_64845107,48,0,1,1,0,
532,16-Jul-26,1480118,48448,PYN,CR07057734334,25,00004000000052589162,0000000227406_1,MILNA BUBUR 6PLUS SUP AYAM WORTEL LABU 120G_1C24P,24,0,1,1,0,11112027
533,16-Jul-26,1480118,48448,PYN,CR07057734334,30,00004000000052589247,0000000227476_1,AQUA BOTOL 1500ML_1C12P,12,1,0,12,0,25062028
534,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000227669_1,ALBA PASTILLES 100GR_1C100P,100,0,3,3,0,12122027
535,16-Jul-26,1480118,48448,PYN,CR07057734334,17,00004000000052589025,0000000227745_1,CHITATO ROSE TTEOBOKKI 65GR_1C30P,30,0,1,1,0,06032027
536,16-Jul-26,1480118,48448,PYN,CR07057734334,16,00004000000052589018,0000000227749_1,CHIKI TWIST SPICY ROASTED CORN 65GR_1C30P,30,0,1,1,0,
537,16-Jul-26,1480118,48448,PYN,CR07057734334,03,00004000000052588875,0000000227867_1,SYSTEMA SG POWER CLEAN REG SOFT 1S,24,0,1,1,0,08042029
538,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000229631_1,KISPRAY PELICIN KASTURI SUCI BTL 318ML_1C24P,24,0,1,1,0,
539,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589377,0000000229645_1,KISPRAY PELICIN KASTURI SUCI REF 280ML_1C24P,24,0,2,2,0,
540,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000230568_1,RAINBOCORNS BABY EGGZANIA S1 0325 1B24P,1,0,4,4,0,
541,16-Jul-26,1480118,48448,PYN,CR07057734334,11,00004000000052588950,0000000230687_1,TRIKA PELICIN REF 3X300ML BANDED_1C8P_64927762,8,0,3,3,0,
542,16-Jul-26,1480118,48448,PYN,CR07057734334,14,00004000000052588998,0000000230942_1,GENTLE GEN MORNING BREEZE POUCH 1.5LT,6,0,2,2,0,12122031
543,16-Jul-26,1480118,48448,PYN,CR07057734334,30,00004000000052589247,0000000231414_1,AQUVIVA PET 700ML_1C12P,12,1,0,12,0,04122027
544,16-Jul-26,1480118,48448,PYN,CR07057734334,05,00004000000052588899,0000000233325_1,VIXAL PEMB POR BIRU 2X700GR BANDED 1C6P_65540734,6,0,1,1,0,15062028
545,16-Jul-26,1480118,48448,PYN,CR07057734334,14,00004000000052589001,0000000233876_1,RINSO LIQ DET ROSE 700ML BANDED_1C6P_64996626,6,0,2,2,0,12062028
546,16-Jul-26,1480118,48448,PYN,CR07057734334,05,00004000000052588899,0000000233888_1,RINSO LIQ DET PERFUME 700ML BANDED_1C6P_64996629,6,0,1,1,0,03062028
547,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588974,0000000241783_1,HIT ELECTRIC LIQUID GK XPRESS REF PINK BLOSSOM35ML,144,0,1,1,0,12042029
548,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000241791_1,STELLA BATHROOM POCKET PINK LUX FLOWER 10GR_1C72P,72,0,1,1,0,01012028
549,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000241792_1,STELLA BATHROOM POCKET YEL EXOTIC FRUIT 10GR_1C72P,72,0,3,3,0,12052028
550,16-Jul-26,1480118,48448,PYN,CR07057734334,30,00004000000052589247,0000000242253_1,INDOMIE MI NYEMEK BANGLAHDESE RASA KARI 80GR_1C40,40,1,0,40,0,29012027
551,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000245300_1,SUKSESS MIE GORENG ACEH 140 GR_1C24P,24,0,2,2,0,11022027
552,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000245508_1,MAGNUM FILTER BINTANG 12S_1SL10P_YM,1,0,2,2,0,01062027
553,16-Jul-26,1480118,48448,PYN,CR07057734334,26,00004000000052589179,0000000246395_1,ULTRA MILK BLUEBERRY BLAST 200 ML24,24,0,2,2,0,10022027
554,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000248614_1,CUTIES CATZ CREAMY TREATS TUNA 56G_1C24P,12,0,1,1,0,17012028
555,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000249181_1,CIMORY UHT THAI TEA 250ML_1C24P,24,0,1,1,0,12022027
556,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000249182_1,CIMORY UHT MILK MATCHA 250ML_1C24P,24,0,2,2,0,15022027
557,16-Jul-26,1480118,48448,PYN,CR07057734334,23,00004000000052589094,0000000249481_1,BISKUAT BITES VANILLA  35G_1C36P,36,0,2,2,0,06062027
558,16-Jul-26,1480118,48448,PYN,CR07057734334,02,00004000000052588868,0000000250965_1,IPI VITAMIN D3 K2 25S,480,0,3,3,0,01062028
559,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589292,0000000251968_1,YOA BRUSH TOOTHPICKS 55 P_1C540P,540,0,1,1,0,01122028
560,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589292,0000000251970_1,YOA FLOSS TOOTHPICK 30 P_1C600P,600,0,1,1,0,01032029
561,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000251974_1,SUNSILK SH SILKY N SMOOTH 160ML_1C36P,36,0,1,1,0,12122028
562,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000252038_1,BANGO MANIS RL2 12X380G_YM,12,0,2,2,0,17072027
563,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000252040_1,SUNSILK SH GLOSSY BLACK 160ML_1C36P,36,0,1,1,0,08122028
564,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000254770_1,CAMEL KRETEK 12S_1SL10P_YM,1,0,4,4,0,15052027
565,16-Jul-26,1480118,48448,PYN,CR07057734334,09,00004000000052588936,0000000255018_1,HAPPILY PANTS L8 1C6P,6,0,1,1,0,09072029
566,16-Jul-26,1480118,48448,PYN,CR07057734334,26,00004000000052589179,0000000256198_1,NOBO CREAMY CLASSIC OAT MILK STRAW 200ML_1C24P,24,0,3,3,0,16062027
567,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000259472_1,DJARUM 76 APEL 12_1B10P,8000,0,10,10,0,01042027
568,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000259864_1,SEDAAP MIE CUP SINGAPORE SPICY LAKSA 86G_1C12P,12,0,2,2,0,27122026
569,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000260027_1,POP MIE PEDAS KARI LAVA 79GR_1C12P,12,0,2,2,0,07022027
570,16-Jul-26,1480118,48448,PYN,CR07057734334,11,00004000000052588950,0000000260291_1,RAPIKA PELICIN REF 3X300ML BANDED_1C4P,4,1,3,7,0,02062028
571,16-Jul-26,1480118,48448,PYN,CR07057734334,32,00004000000052589261,0000000260467_1,FRESTEA BLACKCURRANT 500ML_1C12P,12,0,1,1,0,06092026
572,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000261836_1,HIT ELECTRIC LIQ GK EXPRESS REF APPLE MTP 2X35ML,144,0,1,1,0,01052029
573,16-Jul-26,1480118,48448,PYN,CR07057734334,28,00004000000052589209,0000000262315_1,BEAR BRAND COLLAGEN 189ML_1C30P,30,0,1,1,0,09092027
574,16-Jul-26,1480118,48448,PYN,CR07057734334,42,00004000000052589384,0000000262742_1,KISPRAY PELICIN BLUIS REF 280ML _1C24P,24,0,2,2,0,12112027
575,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589223,0000000264597_1,INDOMIE MI NYEMEK JOGJA RASA RENDANG 84GR_1C40P,40,0,5,5,0,02032027
576,16-Jul-26,1480118,48448,PYN,CR07057734334,13,00004000000052588981,0000000264890_1,VASELINE HBL IC ALOE SOOTHE 200ML_1C18P_21185972,18,0,1,1,0,08112028
577,16-Jul-26,1480118,48448,PYN,CR07057734334,29,00004000000052589230,0000000269209_1,SAKURA MI GORENG 60GR_1C40P,40,0,10,10,0,27022027
578,16-Jul-26,1480118,48448,PYN,CR07057734334,32,00004000000052589261,0000000274790_1,MINUTE MAID PULPY ORANGE 1000ML_1C12P,12,0,1,1,0,31122026
579,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589117,0000000275310_1,BONCABE MI KRISPY LEVEL 15 16GR_1C24P_YM,24,0,4,4,0,02042027
580,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000275554_1,YOA SABUT STAINLESS STEEL_215 2S_1C240P,240,0,4,4,0,08062029
581,16-Jul-26,1480118,48448,PYN,CR07057734334,34,00004000000052589285,0000000275572_1,YOA SABUT SPONS 3S_1C120,120,0,3,3,0,08062029
582,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000276185_1,VAPE ELECTRIC MAT SWEET POWDER 30S_1C72P,72,0,2,2,0,03032028
583,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000276188_1,VAPE ELECTRIC MAT FLORAL BUBBLE 30S_1C72P,72,0,2,2,0,01042028
584,16-Jul-26,1480118,48448,PYN,CR07057734334,12,00004000000052588967,0000000276189_1,VAPE ELECTRIC MAT LAVENDER 30S_1C72P,72,0,1,1,0,06062028
585,16-Jul-26,1480118,48448,PYN,CR07057734334,22,00004000000052589087,0000000277098_1,KOKEN KALDU JAMUR 40G_1C120P_YM,2400,0,1,1,0,19012028
586,16-Jul-26,1480118,48448,PYN,CR07057734334,01,00004000000052588851,0000000278381_1,MENTOS RAINBOW 37G_1B24P_631607,192,0,1,1,0,12122027
587,16-Jul-26,1480118,48448,PYN,CR07057734334,33,00004000000052589278,0000000279038_1,MILKU MARIE BISKUIT BTL 200ML_1C12P,12,1,0,12,0,25032027
588,16-Jul-26,1480118,48448,PYN,CR07057734334,24,00004000000052589124,0000000279063_1,PASTI HEMAT POP CORN 250 GR M_1C12P,12,0,1,1,0,08072027
589,16-Jul-26,1480118,48448,PYN,CR07057734334,26,00004000000052589179,0000000282711_1,YOU C1000 APPLE 140 ML_1C30P,30,0,2,2,0,05062027
